princeps,interacted_with,verdict
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ANAGRELIDE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ARSENIEUX,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,AZITHROMYCINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,BRADYCARDISANTS,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIPROFLOXACINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CLARITHROMYCINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CRIZOTINIB,Association DECONSEILLEE
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,DÉLAMANID,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,HYDROXYCHLOROQUINE,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,HYPOKALIÉMIANTS,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,LEVOFLOXACINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,METHADONE,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,NORFLOXACINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ONDANSETRON,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ROXITHROMYCINE,Précaution d'emploi
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,SULFAMÉTHOXAZOLE  TRIMÉTHOPRIME,Association DECONSEILLEE
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,"TORSADOGÈNES (SAUF ARSÉNIEUX, ANTIPARASITAIRES, NEUROLEPTIQUES, MÉTHADONE...)",CIASDEC
SUBSTRATS À RISQUE DU CYP3A4,CRIZOTINIB,Association DECONSEILLEE
SUBSTRATS À RISQUE DU CYP3A4,IDÉLALISIB,Association DECONSEILLEE
SUBSTRATS À RISQUE DU CYP3A4,INHIBITEURS PUISSANTS DU CYP3A4,A prendre en compte
SUCRALFATE,DIGOXINE,Précaution d'emploi
SUCRALFATE,FLUOROQUINOLONES,Précaution d'emploi
SUCRALFATE,HORMONES THYROÏDIENNES,Précaution d'emploi
SUCRALFATE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
SUCRALFATE,SULPIRIDE,Précaution d'emploi
SUFENTANIL,INHIBITEURS PUISSANTS DU CYP3A4,Précaution d'emploi
SULFAFURAZOL,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Association DECONSEILLEE
SULFAMETHIZOL,METHENAMINE,Association DECONSEILLEE
SULFAMETHIZOL,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Association DECONSEILLEE
SULFAMETHOXAZOLE,ANTIVITAMINES K,Association DECONSEILLEE
SULFAMETHOXAZOLE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Association DECONSEILLEE
SULFAMÉTHOXAZOLE + TRIMÉTHOPRIME,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,Association DECONSEILLEE
SULFAMÉTHOXAZOLE + TRIMÉTHOPRIME,SULFAMIDES HYPOGLYCÉMIANTS,A prendre en compte
SULFAMIDES ANTIBACTÉRIENS,METHOTREXATE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,ALCOOL (BOISSON OU EXCIPIENT),Association DECONSEILLEE
SULFAMIDES HYPOGLYCÉMIANTS,ANALOGUES DE LA SOMATOSTATINE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-2 MIMÉTIQUES,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-BLOQUANTS (SAUF ESMOLOL),Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,CHLORPROMAZINE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,CLARITHROMYCINE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,DANAZOL,Association DECONSEILLEE
SULFAMIDES HYPOGLYCÉMIANTS,FLUCONAZOLE,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,INHIBITEURS DE L'ENZYME DE CONVERSION,Précaution d'emploi
SULFAMIDES HYPOGLYCÉMIANTS,MICONAZOLE,CONTRE-INDICATION
SULFAMIDES HYPOGLYCÉMIANTS,SULFAMÉTHOXAZOLE  TRIMÉTHOPRIME,A prendre en compte
SULFASALAZINE,DIGOXINE,Précaution d'emploi
SULFASALAZINE,PONATINIB,Précaution d'emploi
SULFASALAZINE,TÉDIZOLIDE,Association DECONSEILLEE
SULFINPYRAZONE,CICLOSPORINE,Précaution d'emploi
SULPIRIDE,SUCRALFATE,Précaution d'emploi
SULPROSTONE,MÉTHYLERGOMÉTRINE,CONTRE-INDICATION
SUNITINIB,GRAZOPREVIR  ELBASVIR,Association DECONSEILLEE
SUXAMETHONIUM,ANTICHOLINESTÉRASIQUES,A prendre en compte
SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),ALCALOÏDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),IMAO IRRÉVERSIBLES,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),SYMPATHOMIMÉTIQUES INDIRECTS,CONTRE-INDICATION
SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),ANESTHÉSIQUES VOLATILS HALOGÉNÉS,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),ANTIDÉPRESSEURS IMIPRAMINIQUES,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),IMAO IRRÉVERSIBLES,Précaution d'emploi
SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",Précaution d'emploi
SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES INDIRECTS,AUTRES SYMPATHOMIMETIQUES INDIRECTS,CONTRE-INDICATION
SYMPATHOMIMÉTIQUES INDIRECTS,ALCALOÏDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES INDIRECTS,ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,Association DECONSEILLEE
SYMPATHOMIMÉTIQUES INDIRECTS,ANESTHÉSIQUES VOLATILS HALOGÉNÉS,Précaution d'emploi
SYMPATHOMIMÉTIQUES INDIRECTS,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
SYMPATHOMIMÉTIQUES INDIRECTS,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",CIASDEC
SYMPATHOMIMÉTIQUES INDIRECTS,SYMPATHOMIMÉTIQUES ALPHA (VOIES ORALE ET/OU NASALE),CONTRE-INDICATION
TACROLIMUS,AMINOSIDES,A prendre en compte
TACROLIMUS,AMIODARONE,Précaution d'emploi
TACROLIMUS,AMPHOTERICINE B,A prendre en compte
TACROLIMUS,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,Précaution d'emploi
TACROLIMUS,CLINDAMYCINE,Précaution d'emploi
TACROLIMUS,DABIGATRAN,Association DECONSEILLEE
TACROLIMUS,DANAZOL,Précaution d'emploi
TACROLIMUS,DIURÉTIQUES ÉPARGNEURS DE POTASSIUM (SEULS OU ASSOCIÉS),Association DECONSEILLEE
TACROLIMUS,GRAZOPREVIR  ELBASVIR,Précaution d'emploi
TACROLIMUS,JOSAMYCINE,Association DECONSEILLEE
TACROLIMUS,LANSOPRAZOLE,Précaution d'emploi
TACROLIMUS,MIFAMURTIDE,CONTRE-INDICATION
TACROLIMUS,OMBITASVIR  PARITAPRÉVIR,Association DECONSEILLEE
TACROLIMUS,OMEPRAZOLE,Précaution d'emploi
TACROLIMUS,POTASSIUM,Association DECONSEILLEE
TACROLIMUS,VERAPAMIL,Précaution d'emploi
TAMOXIFENE,ANTIVITAMINES K,Précaution d'emploi
TAMOXIFENE,BUPROPION,Association DECONSEILLEE
TAMOXIFENE,DULOXETINE,Association DECONSEILLEE
TAMOXIFENE,FLUOXETINE,Association DECONSEILLEE
TAMOXIFENE,INDUCTEURS ENZYMATIQUES,A prendre en compte
TAMOXIFENE,MILLEPERTUIS,CONTRE-INDICATION
TAMOXIFENE,PAROXETINE,Association DECONSEILLEE
TAMOXIFENE,QUINIDINE,Association DECONSEILLEE
TAMOXIFENE,ROLAPITANT,Association DECONSEILLEE
TAMOXIFENE,TERBINAFINE,Association DECONSEILLEE
TAMSULOSINE,AMIODARONE,Précaution d'emploi
TAMSULOSINE,DILTIAZEM,Précaution d'emploi
TAMSULOSINE,INHIBITEURS PUISSANTS DU CYP3A4,Association DECONSEILLEE
TAMSULOSINE,VERAPAMIL,Précaution d'emploi
TÉDIZOLIDE,IMATINIB,Association DECONSEILLEE
TÉDIZOLIDE,LAPATINIB,Association DECONSEILLEE
TÉDIZOLIDE,METHOTREXATE,Association DECONSEILLEE
TÉDIZOLIDE,ROSUVASTATINE,Association DECONSEILLEE
TÉDIZOLIDE,SULFASALAZINE,Association DECONSEILLEE
TÉDIZOLIDE,TOPOTECANE,Association DECONSEILLEE
TELBIVUDINE,PEG-INTERFERON ALFA-2A,CONTRE-INDICATION
TELITHROMYCINE,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
TELITHROMYCINE,ATORVASTATINE,CONTRE-INDICATION
TELITHROMYCINE,DIGOXINE,Précaution d'emploi
TELITHROMYCINE,IMMUNOSUPPRESSEURS,Association DECONSEILLEE
TELITHROMYCINE,INHIBITEURS PUISSANTS DU CYP3A4,CONTRE-INDICATION
TELITHROMYCINE,MILLEPERTUIS,Association DECONSEILLEE
TELITHROMYCINE,RIFAMPICINE,Association DECONSEILLEE
TELITHROMYCINE,VENLAFAXINE,A prendre en compte
TEMSIROLIMUS,INHIBITEURS DE L'ENZYME DE CONVERSION,A prendre en compte
TÉNOFOVIR ALAFÉNAMIDE,CICLOSPORINE,Précaution d'emploi
TÉNOFOVIR ALAFÉNAMIDE,COBICISTAT,Précaution d'emploi
TÉNOFOVIR ALAFÉNAMIDE,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
TÉNOFOVIR ALAFÉNAMIDE,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Précaution d'emploi
TÉNOFOVIR ALAFÉNAMIDE,ITRACONAZOLE,Précaution d'emploi
TÉNOFOVIR ALAFÉNAMIDE,KETOCONAZOLE,Précaution d'emploi
TÉNOFOVIR ALAFÉNAMIDE,RIFAMPICINE,Association DECONSEILLEE
TÉNOFOVIR ALAFÉNAMIDE,VERAPAMIL,Précaution d'emploi
TENOFOVIR DISOPROXIL,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,Précaution d'emploi
TENOFOVIR DISOPROXIL,ATAZANAVIR,A prendre en compte
TENOFOVIR DISOPROXIL,DIDANOSINE,Association DECONSEILLEE
TENOFOVIR DISOPROXIL,LÉDIPASVIR,Précaution d'emploi
TERBINAFINE,CICLOSPORINE,Précaution d'emploi
TERBINAFINE,FLECAINIDE,Précaution d'emploi
TERBINAFINE,MEQUITAZINE,Association DECONSEILLEE
TERBINAFINE,METOPROLOL,Précaution d'emploi
TERBINAFINE,PROPAFENONE,Précaution d'emploi
TERBINAFINE,RIFAMPICINE,Précaution d'emploi
TERBINAFINE,TAMOXIFENE,Association DECONSEILLEE
TERBINAFINE,TETRABENAZINE,CONTRE-INDICATION
TÉRIFLUNOMIDE,SELEXIPAG,Précaution d'emploi
TÉRIFLUNOMIDE,VACCINS VIVANTS ATTÉNUÉS,Association DECONSEILLEE
TETRABENAZINE,BUPROPION,CONTRE-INDICATION
TETRABENAZINE,CINACALCET,CONTRE-INDICATION
TETRABENAZINE,DOPAMINERGIQUES,Association DECONSEILLEE
TETRABENAZINE,DULOXETINE,CONTRE-INDICATION
TETRABENAZINE,FLUOXETINE,CONTRE-INDICATION
TETRABENAZINE,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
TETRABENAZINE,LEVODOPA,Association DECONSEILLEE
TETRABENAZINE,PAROXETINE,CONTRE-INDICATION
TETRABENAZINE,QUINIDINE,CONTRE-INDICATION
TETRABENAZINE,TERBINAFINE,CONTRE-INDICATION
THALIDOMIDE,DIDANOSINE,Précaution d'emploi
THALIDOMIDE,STAVUDINE,Précaution d'emploi
THEOPHYLLINE,LITHIUM,Précaution d'emploi
THEOPHYLLINE,PROPAFENONE,Précaution d'emploi
THEOPHYLLINE,VÉMURAFÉNIB,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",CIMETIDINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",CIPROFLOXACINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",CLARITHROMYCINE,A prendre en compte
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",DIPYRIDAMOLE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ENOXACINE,CONTRE-INDICATION
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ERYTHROMYCINE,Association DECONSEILLEE
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",FLUCONAZOLE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",FLUVOXAMINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",HALOTHANE,Association DECONSEILLEE
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",INHIBITEURS DE LA XANTHINE OXYDASE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",JOSAMYCINE,A prendre en compte
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",MEXILETINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",MILLEPERTUIS,CONTRE-INDICATION
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",NORFLOXACINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",PEFLOXACINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",PENTOXIFYLLINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",RIFAMPICINE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ROXITHROMYCINE,A prendre en compte
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",STIRIPENTOL,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",TIABENDAZOLE,Précaution d'emploi
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",TICLOPIDINE,Précaution d'emploi
THROMBOLYTIQUES,ACIDE ACETYLSALICYLIQUE,A prendre en compte
THROMBOLYTIQUES,ANTIAGRÉGANTS PLAQUETTAIRES,A prendre en compte
THROMBOLYTIQUES,ANTICOAGULANTS ORAUX,A prendre en compte
THROMBOLYTIQUES,DÉFIBROTIDE,CONTRE-INDICATION
THROMBOLYTIQUES,HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),A prendre en compte
TIABENDAZOLE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
TIAGABINE,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
TIAGABINE,RIFAMPICINE,Précaution d'emploi
TIANEPTINE,IMAO IRRÉVERSIBLES,Association DECONSEILLEE
TIBOLONE,ANTIVITAMINES K,Précaution d'emploi
TICAGRELOR,ACIDE ACETYLSALICYLIQUE,ASDEC - PE
TICAGRELOR,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
TICAGRELOR,APALUTAMIDE,Association DECONSEILLEE
TICAGRELOR,DABIGATRAN,A prendre en compte
TICAGRELOR,DILTIAZEM,A prendre en compte
TICAGRELOR,INHIBITEURS PUISSANTS DU CYP3A4,CONTRE-INDICATION
TICAGRELOR,MILLEPERTUIS,CONTRE-INDICATION
TICAGRELOR,OMBITASVIR  PARITAPRÉVIR,CONTRE-INDICATION
TICAGRELOR,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
TICAGRELOR,RIFAMPICINE,Association DECONSEILLEE
TICAGRELOR,VERAPAMIL,A prendre en compte
TICLOPIDINE,ACIDE ACETYLSALICYLIQUE,Association DECONSEILLEE
TICLOPIDINE,CICLOSPORINE,Précaution d'emploi
TICLOPIDINE,KETAMINE,A prendre en compte
TICLOPIDINE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
TICLOPIDINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
TOLVAPTAN,AMIODARONE,Précaution d'emploi
TOLVAPTAN,DILTIAZEM,Précaution d'emploi
TOLVAPTAN,FLUCONAZOLE,Précaution d'emploi
TOLVAPTAN,INHIBITEURS PUISSANTS DU CYP3A4,Précaution d'emploi
TOLVAPTAN,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
TOLVAPTAN,VERAPAMIL,Précaution d'emploi
"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",MÉDICAMENTS ADMINISTRÉS PAR VOIE ORALE,ASDEC - PE
"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",POLYSTYRÈNE SULFONATE DE CALCIUM,Précaution d'emploi
"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",POLYSTYRÈNE SULFONATE DE SODIUM,Précaution d'emploi
"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS","SUBSTANCES À ABSORPTION RÉDUITE PAR LES TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",ASDEC - PE
TOPIRAMATE,CARBAMAZEPINE,Précaution d'emploi
TOPIRAMATE,ESTROPROGESTATIFS CONTRACEPTIFS,Association DECONSEILLEE
TOPIRAMATE,LITHIUM,Précaution d'emploi
TOPIRAMATE,OXCARBAZEPINE,Précaution d'emploi
TOPIRAMATE,"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",Précaution d'emploi
TOPOTECANE,TÉDIZOLIDE,Association DECONSEILLEE
"TORSADOGÈNES (SAUF ARSÉNIEUX, ANTIPARASITAIRES, NEUROLEPTIQUES, MÉTHADONE...)",SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
TRABECTÉDINE,ITRACONAZOLE,Association DECONSEILLEE
TRAITEMENTS DE SUBSTITUTION NICOTINIQUE,MÉDICAMENTS À RISQUE LORS DU SEVRAGE TABAGIQUE,A prendre en compte
TRAMADOL,ANTICOAGULANTS ORAUX,A prendre en compte
TRAMADOL,BUPROPION,A prendre en compte
TRAMADOL,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
TRAMADOL,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",Association DECONSEILLEE
TRAMADOL,IMAO-B,A prendre en compte
TRAMADOL,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,A prendre en compte
TRAMADOL,ONDANSETRON,A prendre en compte
TRAMADOL,VENLAFAXINE,A prendre en compte
TRASTUZUMAB EMTANSINE,INHIBITEURS PUISSANTS DU CYP3A4,Association DECONSEILLEE
TRICLABENDAZOLE,DIHYDROERGOTAMINE,CONTRE-INDICATION
TRICLABENDAZOLE,ERGOTAMINE,CONTRE-INDICATION
TRICLABENDAZOLE,PIMOZIDE,CONTRE-INDICATION
TRICLABENDAZOLE,QUINIDINE,Précaution d'emploi
TRIMETHOPRIME,CICLOSPORINE,A prendre en compte
TRIMETHOPRIME,METHOTREXATE,CONTRE-INDICATION
TRIMETHOPRIME,PACLITAXEL,Précaution d'emploi
TRIMETHOPRIME,PYRIMETHAMINE,Précaution d'emploi
TRIMETHOPRIME,REPAGLINIDE,Association DECONSEILLEE
TRIMETHOPRIME,SELEXIPAG,Précaution d'emploi
TRIPTANS,ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,CONTRE-INDICATION
TRIPTANS,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,A prendre en compte
TRIPTANS MÉTABOLISÉS PAR LA MAO,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
TRIPTANS MÉTABOLISÉS PAR LA MAO,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",CONTRE-INDICATION
TRIPTANS MÉTABOLISÉS PAR LA MAO,IMAO-B,CONTRE-INDICATION
TRIPTANS NON MÉTABOLISÉS PAR LA MAO,IMAO IRRÉVERSIBLES,Association DECONSEILLEE
TRIPTANS NON MÉTABOLISÉS PAR LA MAO,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",Association DECONSEILLEE
TRIPTANS NON MÉTABOLISÉS PAR LA MAO,IMAO-B,Association DECONSEILLEE
ULIPRISTAL,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
ULIPRISTAL,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,A prendre en compte
ULIPRISTAL,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,A prendre en compte
ULIPRISTAL,CYPROTERONE,ASDEC - APEC
ULIPRISTAL,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Association DECONSEILLEE
ULIPRISTAL,MILLEPERTUIS,Association DECONSEILLEE
ULIPRISTAL,PROGESTATIFS CONTRACEPTIFS,Association DECONSEILLEE
ULIPRISTAL,"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIÉS OU NON À UN ESTROGÈNE",A prendre en compte
ULIPRISTAL,RIFAMPICINE,Association DECONSEILLEE
VACCINS VIVANTS ATTÉNUÉS,ABATACEPT,Association DECONSEILLEE
VACCINS VIVANTS ATTÉNUÉS,ANTICORPS MONOCLONAUX (HORS ANTI-TNF ALPHA),ASDEC - APEC
VACCINS VIVANTS ATTÉNUÉS,ANTI-TNF ALPHA,CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,BÉLATACEPT,Association DECONSEILLEE
VACCINS VIVANTS ATTÉNUÉS,CYTOTOXIQUES,CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,DIMÉTHYLE ( FUMARATE DE),A prendre en compte
VACCINS VIVANTS ATTÉNUÉS,GLOBULINES ANTILYMPHOCYTAIRES,A prendre en compte
VACCINS VIVANTS ATTÉNUÉS,GLUCOCORTICOÏDES (SAUF HYDROCORTISONE),CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,HYDROXYCARBAMIDE,Association DECONSEILLEE
VACCINS VIVANTS ATTÉNUÉS,IMMUNOSUPPRESSEURS,CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,MYCOPHENOLATE MOFETIL,CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,MYCOPHENOLATE SODIQUE,CONTRE-INDICATION
VACCINS VIVANTS ATTÉNUÉS,TÉRIFLUNOMIDE,Association DECONSEILLEE
VALGANCICLOVIR,FLUCYTOSINE,A prendre en compte
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",ACETAZOLAMIDE,Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",AZTREONAM,Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",CARBAMAZEPINE,Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",FELBAMATE,Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",LAMOTRIGINE,Association DECONSEILLEE
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",NIMODIPINE,A prendre en compte
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",PÉNEMS,Association DECONSEILLEE
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE","PHÉNOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)",Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE","PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",RIFAMPICINE,Précaution d'emploi
"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",RUFINAMIDE,Précaution d'emploi
